text	tags_whitespace_sep
καὶ ἰδοὺ ἔκραξαν λέγοντες Τί ἡμῖν καὶ σοί υἱὲ τοῦ θεοῦ ἦλθες ὧδε πρὸ καιροῦ βασανίσαι ἡμᾶς 	development_marker speech_act augmented #predicating $process circumstance complete internal_orientation 
Τί ἡμῖν καὶ σοί υἱὲ τοῦ θεοῦ 	speech_act #predicating grouped instantiator_construal direction_tbd augmented 
ἦλθες ὧδε πρὸ καιροῦ βασανίσαι ἡμᾶς 	speech_act #predicating $process circumstance circumstance circumstance complete interrogative internal_orientation interactant speaker_excluded 
ἦν δὲ μακρὰν ἀπ’ αὐτῶν ἀγέλη χοίρων πολλῶν βοσκομένη 	speech_act #predicating $process complementary_property circumstance alertness instantiator_construal internal_orientation development_marker progressive 
οἱ δαίμονες δὲ παρεκάλουν αὐτὸν λέγοντες Εἰ ἐκβάλλεις ἡμᾶς ἀπόστειλον ἡμᾶς εἰς τὴν ἀγέλην τῶν χοίρων 	speech_act #predicating instantiator_construal $process objectifying circumstance alertness internal_orientation development_marker progressive 
Εἰ ἐκβάλλεις ἡμᾶς ἀπόστειλον ἡμᾶς εἰς τὴν ἀγέλην τῶν χοίρων 	speech_act #predicating circumstance $process objectifying circumstance complete direction_tbd interactant_indication_tbd 
καὶ εἶπεν αὐτοῖς Ὑπάγετε 	development_marker speech_act #predicating $process objectifying extra_participant medial-final complete internal_orientation 
Ὑπάγετε 	speech_act #predicating $process alertness direction_tbd interactant_indication_tbd 
οἱ δὲ ἐξελθόντες ἀπῆλθον εἰς τοὺς χοίρους 	speech_act #predicating instantiator_construal circumstance $process circumstance complete internal_orientation development_marker progressive 
καὶ ἰδοὺ ὥρμησεν πᾶσα ἡ ἀγέλη κατὰ τοῦ κρημνοῦ εἰς τὴν θάλασσαν καὶ ἀπέθανον ἐν τοῖς ὕδασιν 	development_marker speech_act augmented #predicating grouped internal_orientation 
οἱ βόσκοντες δὲ ἔφυγον 	speech_act #predicating instantiator_construal $process complete internal_orientation development_marker progressive 
καὶ ἀπελθόντες εἰς τὴν πόλιν ἀπήγγειλαν πάντα καὶ τὰ τῶν δαιμονιζομένων 	development_marker speech_act #predicating circumstance $process objectifying complete internal_orientation 
καὶ ἰδοὺ πᾶσα ἡ πόλις ἐξῆλθεν εἰς ὑπάντησιν τῷ Ἰησοῦ καὶ ἰδόντες αὐτὸν παρεκάλεσαν ὅπως μεταβῇ ἀπὸ τῶν ὁρίων αὐτῶν 	development_marker speech_act augmented #predicating grouped internal_orientation 
Καὶ ἐμβὰς εἰς πλοῖον διεπέρασεν 	development_marker speech_act #predicating circumstance $process complete internal_orientation 
καὶ ἦλθεν εἰς τὴν ἰδίαν πόλιν 	development_marker speech_act #predicating $process circumstance complete internal_orientation 
Καὶ ἰδοὺ προσέφερον αὐτῷ παραλυτικὸν ἐπὶ κλίνης βεβλημένον 	development_marker speech_act augmented #predicating $process objectifying extra_participant medial-final alertness internal_orientation 
καὶ ἰδὼν τὴν πίστιν αὐτῶν ὁ Ἰησοῦς εἶπεν τῷ παραλυτικῷ Θάρσει τέκνον ἀφίενταί σου αἱ ἁμαρτίαι 	development_marker speech_act #predicating circumstance instantiator_construal $process objectifying extra_participant medial-final complete internal_orientation 
Θάρσει τέκνον 	speech_act #predicating $process alertness direction_tbd interactant_indication_tbd augmented 
ἀφίενταί σου αἱ ἁμαρτίαι 	speech_act #predicating subjective_participation_type_tbd $process alertness objectifying #externalization centrality_tbd instantiator_construal 
καὶ ἰδού τινες τῶν γραμματέων εἶπαν ἐν ἑαυτοῖς Οὗτος βλασφημεῖ 	development_marker speech_act augmented #predicating instantiator_construal $process circumstance objectifying complete internal_orientation 
Οὗτος βλασφημεῖ 	speech_act #predicating instantiator_construal $process alertness 
καὶ εἰδὼς τὰς ἐνθυμήσεις αὐτῶν ὁ Ἰησοῦς εἶπεν Ἱνατί ἐνθυμεῖσθε πονηρὰ ἐν ταῖς καρδίαις ὑμῶν τί γάρ ἐστιν εὐκοπώτερον εἰπεῖν Ἀφίενταί σου αἱ ἁμαρτίαι ἢ εἰπεῖν Ἔγειρε καὶ περιπάτει ἵνα εἰδῆτε ὅτι ἐξουσίαν ἔχει ὁ υἱὸς τοῦ ἀνθρώπου ἐπὶ τῆς γῆς ἀφιέναι ἁμαρτίας δὲ 	development_marker speech_act #predicating circumstance instantiator_construal $process objectifying complete internal_orientation 
Ἱνατί ἐνθυμεῖσθε πονηρὰ ἐν ταῖς καρδίαις ὑμῶν 	speech_act #predicating circumstance affected $process objectifying circumstance alertness interrogative interactant speaker_excluded 
τί γάρ ἐστιν εὐκοπώτερον 	speech_act #predicating instantiator_construal $process complementary_property alertness development_marker supporting 
εἰπεῖν Ἀφίενταί σου αἱ ἁμαρτίαι 	speech_act #predicating $process objectifying complete contemplation_tbd internal_orientation 
Ἀφίενταί σου αἱ ἁμαρτίαι 	speech_act #predicating subjective_participation_type_tbd $process alertness objectifying #externalization centrality_tbd instantiator_construal 
ἢ εἰπεῖν Ἔγειρε καὶ περιπάτει 	development_marker backtracking speech_act #predicating $process objectifying complete contemplation_tbd internal_orientation 
Ἔγειρε καὶ περιπάτει 	speech_act #predicating grouped directive 
ἵνα εἰδῆτε ὅτι ἐξουσίαν ἔχει ὁ υἱὸς τοῦ ἀνθρώπου ἐπὶ τῆς γῆς ἀφιέναι ἁμαρτίας δὲ 	speech_act #predicating circumstance direction_tbd interactant_indication_tbd presumed development_marker progressive 
τότε λέγει τῷ παραλυτικῷ Ἐγερθεὶς ἆρόν σου τὴν κλίνην καὶ ὕπαγε εἰς τὸν οἶκόν σου 	speech_act #predicating circumstance $process objectifying extra_participant medial-final alertness 
Ἐγερθεὶς ἆρόν σου τὴν κλίνην καὶ ὕπαγε εἰς τὸν οἶκόν σου 	speech_act #predicating grouped directive 
καὶ ἐγερθεὶς ἀπῆλθεν εἰς τὸν οἶκον αὐτοῦ 	development_marker speech_act #predicating circumstance $process circumstance complete internal_orientation 
ἰδόντες δὲ οἱ ὄχλοι ἐφοβήθησαν 	speech_act #predicating circumstance instantiator_construal subjective_participation_type_tbd $process complete objectifying #externalization centrality_tbd internal_orientation development_marker progressive 
καὶ ἐδόξασαν τὸν θεὸν τὸν δόντα ἐξουσίαν τοιαύτην τοῖς ἀνθρώποις 	development_marker speech_act #predicating $process objectifying complete internal_orientation 
Καὶ παράγων ἐκεῖθεν ὁ Ἰησοῦς εἶδεν ἄνθρωπον καθήμενον ἐπὶ τὸ τελώνιον Μαθθαῖον λεγόμενον 	development_marker speech_act #predicating circumstance instantiator_construal $process objectifying complete internal_orientation 
καὶ λέγει αὐτῷ Ἀκολούθει μοι 	development_marker speech_act #predicating $process objectifying extra_participant medial-final alertness 
Ἀκολούθει μοι 	speech_act #predicating $process objectifying peripheral medial-final alertness direction_tbd interactant_indication_tbd 
καὶ ἀναστὰς ἠκολούθησεν αὐτῷ 	development_marker speech_act #predicating circumstance $process objectifying peripheral medial-final complete internal_orientation 
Καὶ ἐγένετο αὐτοῦ ἀνακειμένου ἐν τῇ οἰκίᾳ καὶ πολλοὶ τελῶναι καὶ ἁμαρτωλοὶ ἐλθόντες συνανέκειντο τῷ Ἰησοῦ καὶ τοῖς μαθηταῖς αὐτοῦ ἰδοὺ 	development_marker speech_act #predicating affected $process complete instantiator_construal internal_orientation augmented 
καὶ ἰδόντες οἱ Φαρισαῖοι ἔλεγον τοῖς μαθηταῖς αὐτοῦ Διὰ τί μετὰ τῶν τελωνῶν καὶ ἁμαρτωλῶν ἐσθίει ὁ διδάσκαλος ὑμῶν 	development_marker speech_act #predicating circumstance instantiator_construal $process objectifying extra_participant medial-final alertness internal_orientation 
Διὰ τί μετὰ τῶν τελωνῶν καὶ ἁμαρτωλῶν ἐσθίει ὁ διδάσκαλος ὑμῶν 	speech_act #predicating circumstance circumstance $process alertness instantiator_construal interrogative differentiation_request 
ὁ δὲ ἀκούσας εἶπεν Οὐ χρείαν ἰατροῦ ἔχουσιν οἱ ἰσχύοντες ἀλλὰ οἱ κακῶς ἔχοντες πορευθέντες δὲ μάθετε τί ἐστιν Ἔλεος θέλω καὶ οὐ θυσίαν οὐ ἦλθον καλέσαι δικαίους γὰρ ἀλλὰ ἁμαρτωλούς 	speech_act #predicating instantiator_construal circumstance $process objectifying complete internal_orientation development_marker progressive 
Οὐ χρείαν ἰατροῦ ἔχουσιν οἱ ἰσχύοντες ἀλλὰ οἱ κακῶς ἔχοντες 	speech_act #predicating grouped 
πορευθέντες δὲ μάθετε 	speech_act #predicating circumstance $process complete direction_tbd interactant_indication_tbd development_marker progressive 
τί ἐστιν Ἔλεος θέλω καὶ οὐ θυσίαν 	speech_act #predicating complementary_property $process alertness instantiator_construal 
Ἔλεος θέλω καὶ οὐ θυσίαν 	speech_act #predicating grouped 
οὐ ἦλθον καλέσαι δικαίους γὰρ 	speech_act #predicating grouped internal_orientation development_marker supporting 
ἀλλὰ ἁμαρτωλούς 	development_marker corrective speech_act #predicating objectifying presumed gender_tbd number_tbd direction_tbd interactant_indication_tbd 
Τότε προσέρχονται αὐτῷ οἱ μαθηταὶ Ἰωάννου λέγοντες Διὰ τί ἡμεῖς καὶ οἱ Φαρισαῖοι νηστεύομεν πολλά οἱ μαθηταί σου δὲ οὐ νηστεύουσιν 	speech_act #predicating circumstance affected $process circumstance circumstance alertness instantiator_construal 
Διὰ τί ἡμεῖς καὶ οἱ Φαρισαῖοι νηστεύομεν πολλά οἱ μαθηταί σου δὲ οὐ νηστεύουσιν 	speech_act #predicating grouped interrogative 
καὶ εἶπεν αὐτοῖς ὁ Ἰησοῦς Μὴ δύνανται οἱ υἱοὶ τοῦ νυμφῶνος πενθεῖν ἐφ’ ὅσον μετ’ αὐτῶν ἐστιν ὁ νυμφίος ἐλεύσονται δὲ ἡμέραι ὅταν ἀπαρθῇ ἀπ’ αὐτῶν ὁ νυμφίος καὶ τότε νηστεύσουσιν οὐδεὶς δὲ ἐπιβάλλει ἐπίβλημα ῥάκους ἀγνάφου ἐπὶ ἱματίῳ παλαιῷ αἴρει γὰρ τὸ πλήρωμα αὐτοῦ ἀπὸ τοῦ ἱματίου καὶ χεῖρον σχίσμα γίνεται οὐδὲ βάλλουσιν οἶνον νέον εἰς ἀσκοὺς παλαιούς εἰ μή γε δὲ ῥήγνυνται οἱ ἀσκοί καὶ ὁ οἶνος ἐκχεῖται καὶ οἱ ἀσκοὶ ἀπόλλυνται ἀλλὰ βάλλουσιν οἶνον νέον εἰς ἀσκοὺς καινούς καὶ ἀμφότεροι συντηροῦνται 	development_marker speech_act #predicating $process objectifying extra_participant medial-final complete instantiator_construal internal_orientation 
